episode,ticks,acum_reward,capped_acum_reward,avg_reward,total_ticks
0,85,63.6440738812089,0,0.7487538103671635,85
1,139,122.32792202010751,0,0.8800569929504137,225
2,65,41.689141284674406,0,0.6413714043796063,291
3,114,94.29474845901132,0,0.8271469163071168,406
4,106,86.88020522147417,0,0.8196245775610771,513
5,35,14.618552263826132,0,0.41767292182360377,549
6,140,123.32941194623709,0,0.8809243710445506,690
7,67,-10.9600188434124,0,-0.16358237079719998,758
8,122,105.57573001459241,0,0.8653748361851836,881
9,39,14.655218951404095,0,0.3757748449077973,921
10,105,89.60835145413876,0,0.8534128709917976,1027
11,21,-0.4748544283211231,0,-0.022612115634339198,1049
12,54,32.74469929933548,0,0.6063833203580644,1104
13,74,54.42057428508997,0,0.7354131660147293,1179
14,93,73.86889158189297,0,0.794289156794548,1273
15,34,6.2791290283203125,0,0.1846802655388327,1308
16,32,9.928702995181084,0,0.31027196859940886,1341
17,43,21.503296304494143,0,0.5000766582440498,1385
18,25,1.0618545413017273,0,0.04247418165206909,1411
19,28,0.5117439702153206,0,0.018276570364832878,1440
20,35,8.27886662632227,0,0.23653904646635054,1476
21,33,5.012982048094273,0,0.15190854691194766,1510
22,39,11.40266178920865,0,0.29237594331304234,1550
23,29,4.620576947927475,0,0.15933023958370604,1580
24,31,5.991197790950537,0,0.19326444486937217,1612
25,41,14.934621796011925,0,0.3642590681954128,1654
26,33,5.424444489181042,0,0.16437710573275885,1688
27,32,12.11843803524971,0,0.37870118860155344,1721
28,41,21.926318734884262,0,0.5347882618264455,1763
29,26,3.0441316664218903,0,0.1170819871700727,1790
30,33,5.381775327026844,0,0.16308410081899527,1824
31,8,-20.511216066777706,0,-2.5639020083472133,1833
32,26,-2.8010754995048046,0,-0.1077336730578771,1860
33,59,36.53618374094367,0,0.6192573515414181,1920
34,98,81.64928250387311,0,0.8331559439170726,2019
35,53,33.74538091570139,0,0.6367053002962526,2073
36,165,86.24888707697392,0,0.5227205277392358,2239
37,61,41.47315302863717,0,0.6798877545678225,2301
38,38,17.539273012429476,0,0.46155981611656516,2340
39,162,152.15597421303391,0,0.9392344087224316,2503
40,80,59.68486640974879,0,0.7460608301218599,2584
41,39,13.010483708232641,0,0.3336021463649395,2624
42,21,1.2431230284273624,0,0.05919633468701726,2646
43,59,41.832316894084215,0,0.7090223202387155,2706
44,165,155.09692815318704,0,0.939981382746588,2872
45,124,111.53593120723963,0,0.8994833161874164,2997
46,39,-47.6731949262321,0,-1.2223896134931307,3037
47,33,4.849742542952299,0,0.14696189524097877,3071
48,188,177.71965162083507,0,0.9453172958555057,3260
49,52,33.534384079277515,0,0.6448920015245676,3313
50,114,97.2716351300478,0,0.853259957281121,3428
51,67,26.99123903363943,0,0.4028543139349169,3496
52,110,97.75250346958637,0,0.8886591224507852,3607
53,62,46.53504869714379,0,0.7505653015668353,3670
54,37,9.409262981265783,0,0.25430440489907524,3708
55,219,206.35142627730966,0,0.9422439556041536,3928
56,115,102.28509858250618,0,0.8894356398478799,4044
57,166,80.31215651705861,0,0.4838081717895097,4211
58,59,41.993996288627386,0,0.7117626489597862,4271
59,64,43.20652847364545,0,0.6751020074007101,4336
60,95,79.51797705888748,0,0.8370313374619734,4432
61,159,149.3144481703639,0,0.9390845796878233,4592
62,52,31.441679932177067,0,0.6046476910034051,4645
63,68,51.40753875300288,0,0.7559932169559247,4714
64,99,85.45411506667733,0,0.8631728794613872,4814
65,150,138.29903149232268,0,0.9219935432821512,4965
66,164,152.57360043749213,0,0.9303268319359277,5130
