loss,val_loss
0.012953441377158323,0.012871236757295845
0.009829029466721212,0.016711793318986753
0.0088474388638389,0.018945765237426786
0.008331761857832324,0.025320760320952578
0.007966377181317886,0.033383264090277004
0.007619257725925267,0.028314517903040303
0.007347704693777737,0.024709017105485075
0.0071575634978480315,0.02668853796776477
0.006922879972862472,0.03881740866641595
0.0067423682209621465,0.03250516663963225
0.006544395307474057,0.03170666174792827
0.006386031589520729,0.03127158356821626
0.006279423225006768,0.03711155149632566
0.006108199493269754,0.03808048043592257
0.0060764992137665895,0.03813296656580998
0.005947648458498378,0.02852475001622336
0.005839987276608383,0.035487065288046654
0.0057640174924926,0.03925767475932489
0.005668325808638312,0.03352557022520115
0.005594078313774285,0.0389877268095071
0.005545364552242316,0.03944235817432525
0.0054503971840091795,0.03291555656213756
0.005395292704348952,0.03549297679834022
0.005354404465425391,0.033642987487363475
0.0052635300110517565,0.03758134148481953
0.005212277727102178,0.035262321396550646
0.00517775200705762,0.04038207800868683
0.005112549768629026,0.041052559656688525
0.005041843541630964,0.035959356679625576
0.004995866486051678,0.035296419846063846
loss,val_loss
0.01601286248606986,0.015447166846819774
0.015299303547027658,0.015332880322662846
0.014856958067944823,0.014781554222721177
0.0144588370841152,0.014761201270373758
0.014098183694262795,0.014386565015678367
0.013763803320139878,0.01397331882773526
0.013464489153660587,0.013595147121053915
0.01318574460835641,0.013412715583005887
0.012930652847438153,0.013493052665935586
0.012709392138182469,0.012819805538302505
0.012485800111284617,0.012746323063391303
0.012289738780970831,0.012589302618890016
0.01210493647808458,0.012385387026433133
0.011927697595879867,0.012285901008284047
0.011769302308803766,0.012155165304285462
0.01162387090454538,0.012105200890455147
0.01149193396964222,0.011665745836195882
0.011364993946177767,0.011602325757476918
0.01124834123944128,0.011654441616881296
0.011134012278638333,0.011416293861257837
0.011039055660855933,0.011297024125092878
0.010957481677256083,0.01149910418050118
0.01087094301967231,0.011320038133779358
0.010793456850401572,0.011110997089865503
0.010725303735134504,0.010919841068517986
0.010655301848391132,0.011139451550342131
0.010593105987855404,0.010882956543872255
0.010537089236020146,0.010646404201493301
0.010480105743725033,0.010705513964221893
0.010427259682357795,0.010664000057989533
