episode,ticks,epsilon,loss,total_ticks
587,35,0.01999663574825473,196247480.45714286,28633
588,33,0.01999663574825473,157445831.27272728,28666
589,35,0.01999663574825473,177495745.37142858,28701
590,31,0.01999663574825473,160310698.83870968,28732
591,32,0.01999663574825473,160976749.75,28764
592,33,0.01999663574825473,159657169.6969697,28797
593,46,0.01999663574825473,161012720.0,28843
594,32,0.01999663574825473,158327477.25,28875
595,33,0.01999663574825473,164261947.15151516,28908
596,33,0.01999663574825473,160518447.5151515,28941
597,36,0.01999663574825473,171482171.33333334,28977
598,33,0.01999663574825473,172847501.57575756,29010
599,63,0.01999663574825473,161166744.12698412,29073
600,32,0.01999663574825473,175587037.75,29105
601,32,0.01999663574825473,160118862.5,29137
602,33,0.01999663574825473,135981404.6060606,29170
603,35,0.01999663574825473,143652226.5142857,29205
604,51,0.01999663574825473,162673606.98039216,29256
605,34,0.01999663574825473,159738600.0,29290
606,42,0.01999663574825473,157006042.0952381,29332
607,33,0.01999663574825473,160750681.45454547,29365
608,41,0.01999663574825473,146970664.3902439,29406
609,38,0.01999663574825473,151808768.63157895,29444
610,34,0.01999663574825473,151805244.47058824,29478
611,39,0.01999663574825473,156693853.33333334,29517
612,33,0.01999663574825473,165306141.8181818,29550
613,31,0.01999663574825473,159832015.22580644,29581
614,32,0.01999663574825473,149728487.75,29613
615,49,0.01999663574825473,128384615.51020408,29662
616,40,0.01999663574825473,158804841.2,29702
617,43,0.01999663574825473,148629204.27906978,29745
618,39,0.01999663574825473,156818856.6153846,29784
619,38,0.01999663574825473,140371027.57894737,29822
620,46,0.01999663574825473,171880198.95652175,29868
621,47,0.01999663574825473,146853332.25531915,29915
622,44,0.01999663574825473,142763508.0,29959
623,34,0.01999663574825473,150297963.52941176,29993
624,39,0.01999663574825473,143824773.33333334,30032
625,42,0.01999663574825473,148166998.66666666,30074
626,34,0.01999663574825473,151320097.17647058,30108
627,32,0.01999663574825473,148020231.0,30140
628,35,0.01999663574825473,151364526.4,30175
629,40,0.01999663574825473,176505875.0,30215
630,35,0.01999663574825473,147151050.5142857,30250
631,33,0.01999663574825473,158903005.0909091,30283
632,35,0.01999663574825473,154693209.14285713,30318
633,33,0.01999663574825473,163147688.96969697,30351
634,37,0.01999663574825473,139273386.16216215,30388
635,32,0.01999663574825473,134719155.5,30420
636,33,0.01999663574825473,165970209.93939394,30453
637,49,0.01999663574825473,128248114.12244898,30502
638,40,0.01999663574825473,123225023.8,30542
639,34,0.01999663574825473,140590072.2352941,30576
640,38,0.01999663574825473,135115754.52631578,30614
641,42,0.01999663574825473,132922109.52380952,30656
642,49,0.01999663574825473,142210533.5510204,30705
643,36,0.01999663574825473,139293456.2222222,30741
644,36,0.01999663574825473,117752896.44444445,30777
645,44,0.01999663574825473,128351920.54545455,30821
646,35,0.01999663574825473,142908861.37142858,30856
647,52,0.01999663574825473,123056079.84615384,30908
648,33,0.01999663574825473,140151251.63636363,30941
649,42,0.01999663574825473,156185470.66666666,30983
650,42,0.01999663574825473,133008993.90476191,31025
651,34,0.01999663574825473,147071914.11764705,31059
652,38,0.01999663574825473,147019859.78947368,31097
653,33,0.01999663574825473,149627027.63636363,31130
654,35,0.01999663574825473,119804002.74285714,31165
655,35,0.01999663574825473,141430658.05714285,31200
656,48,0.01999663574825473,139771075.16666666,31248
657,38,0.01999663574825473,135838890.7368421,31286
658,42,0.01999663574825473,123500173.90476191,31328
659,35,0.01999663574825473,137678858.2857143,31363
660,42,0.01999663574825473,116578326.47619048,31405
661,34,0.01999663574825473,126182205.05882353,31439
662,36,0.01999663574825473,135415025.0,31475
663,37,0.01999663574825473,131040875.45945945,31512
664,36,0.01999663574825473,123773000.0,31548
665,34,0.01999663574825473,129592042.58823529,31582
666,66,0.01999663574825473,120864814.18181819,31648
667,37,0.01999663574825473,121703649.94594595,31685
668,35,0.01999663574825473,121141375.08571428,31720
669,42,0.01999663574825473,128204192.47619048,31762
670,48,0.01999663574825473,112996924.08333333,31810
671,36,0.01999663574825473,121849860.0,31846
672,34,0.01999663574825473,117873297.41176471,31880
673,35,0.01999663574825473,112529491.88571429,31915
674,47,0.01999663574825473,125072316.5106383,31962
675,35,0.01999663574825473,122062713.14285715,31997
676,33,0.01999663574825473,110713665.45454545,32030
677,34,0.01999663574825473,128419621.64705883,32064
678,35,0.01999663574825473,126693211.2,32099
679,35,0.01999663574825473,127611393.94285715,32134
680,35,0.01999663574825473,115608123.65714286,32169
681,51,0.01999663574825473,121396199.21568628,32220
682,33,0.01999663574825473,116162178.78787878,32253
683,36,0.01999663574825473,107065729.1111111,32289
684,36,0.01999663574825473,111592728.22222222,32325
685,34,0.01999663574825473,105554919.76470588,32359
686,34,0.01999663574825473,125751567.05882353,32393
687,33,0.01999663574825473,115450172.36363636,32426
688,43,0.01999663574825473,114313192.74418604,32469
689,36,0.01999663574825473,120775824.8888889,32505
690,36,0.01999663574825473,109198258.44444445,32541
691,34,0.01999663574825473,111273817.64705883,32575
692,34,0.01999663574825473,128698708.70588236,32609
693,33,0.01999663574825473,104452258.66666667,32642
694,41,0.01999663574825473,118375038.82926829,32683
695,33,0.01999663574825473,102633544.72727273,32716
696,52,0.01999663574825473,100435649.23076923,32768
697,34,0.01999663574825473,124594745.05882353,32802
698,53,0.01999663574825473,102710626.86792453,32855
699,36,0.01999663574825473,98685280.8888889,32891
700,33,0.01999663574825473,111357261.6969697,32924
701,48,0.01999663574825473,103728621.91666667,32972
702,47,0.01999663574825473,106928764.9361702,33019
703,54,0.01999663574825473,99868217.03703703,33073
704,50,0.01999663574825473,106219191.12,33123
705,33,0.01999663574825473,95662510.54545455,33156
706,34,0.01999663574825473,101472300.47058824,33190
707,34,0.01999663574825473,114810874.23529412,33224
708,37,0.01999663574825473,107189622.91891892,33261
709,36,0.01999663574825473,103128367.55555555,33297
710,43,0.01999663574825473,98367331.53488372,33340
711,37,0.01999663574825473,102057956.97297297,33377
712,35,0.01999663574825473,88259957.94285715,33412
713,40,0.01999663574825473,95220647.9,33452
714,37,0.01999663574825473,94839523.56756757,33489
715,34,0.01999663574825473,82487350.23529412,33523
716,34,0.01999663574825473,93633216.94117647,33557
717,34,0.01999663574825473,91700131.52941176,33591
718,47,0.01999663574825473,100873519.65957446,33638
719,41,0.01999663574825473,84152827.12195122,33679
720,37,0.01999663574825473,90310432.21621622,33716
721,37,0.01999663574825473,99283902.27027027,33753
722,38,0.01999663574825473,88826169.78947368,33791
723,40,0.01999663574825473,87764425.7,33831
724,36,0.01999663574825473,96307747.77777778,33867
725,62,0.01999663574825473,98371130.06451613,33929
726,48,0.01999663574825473,117773393.83333333,33977
727,39,0.01999663574825473,119147652.92307693,34016
728,38,0.01999663574825473,105138477.57894737,34054
729,35,0.01999663574825473,92557386.05714285,34089
730,35,0.01999663574825473,89675174.62857144,34124
731,35,0.01999663574825473,93214391.54285714,34159
732,42,0.01999663574825473,79784982.95238096,34201
733,44,0.01999663574825473,84188634.72727273,34245
734,51,0.01999663574825473,72211747.52941176,34296
735,43,0.01999663574825473,77649917.48837209,34339
736,38,0.01999663574825473,76667714.21052632,34377
737,37,0.01999663574825473,73897732.0,34414
738,41,0.01999663574825473,74338576.29268293,34455
739,68,0.01999663574825473,74159171.52941176,34523
740,66,0.01999663574825473,68176533.45454545,34589
741,35,0.01999663574825473,82489758.74285714,34624
742,55,0.01999663574825473,75159530.47272727,34679
743,37,0.01999663574825473,57637648.54054054,34716
744,36,0.01999663574825473,65938024.11111111,34752
745,36,0.01999663574825473,62886170.11111111,34788
746,36,0.01999663574825473,83596066.44444445,34824
747,47,0.01999663574825473,73248834.04255319,34871
748,43,0.01999663574825473,69474381.76744185,34914
749,55,0.01999663574825473,64419419.70909091,34969
750,36,0.01999663574825473,62011600.222222224,35005
751,36,0.01999663574825473,57419221.666666664,35041
752,38,0.01999663574825473,65635879.05263158,35079
753,37,0.01999663574825473,66684137.94594595,35116
754,35,0.01999663574825473,72890027.42857143,35151
755,48,0.01999663574825473,69610618.83333333,35199
756,37,0.01999663574825473,73515537.08108108,35236
757,43,0.01999663574825473,58706963.069767445,35279
758,35,0.01999663574825473,50298730.85714286,35314
759,36,0.01999663574825473,57622764.222222224,35350
760,37,0.01999663574825473,65003331.675675675,35387
761,39,0.01999663574825473,52985432.51282051,35426
762,38,0.01999663574825473,68221975.63157895,35464
763,43,0.01999663574825473,53776524.27906977,35507
764,61,0.01999663574825473,57444815.7704918,35568
765,39,0.01999663574825473,45780052.307692304,35607
766,39,0.01999663574825473,51802270.820512824,35646
767,39,0.01999663574825473,51078308.20512821,35685
768,36,0.01999663574825473,53932093.166666664,35721
769,38,0.01999663574825473,47628927.578947365,35759
770,65,0.01999663574825473,43457270.615384616,35824
771,38,0.01999663574825473,50889967.10526316,35862
772,36,0.01999663574825473,46624103.777777776,35898
773,37,0.01999663574825473,47360086.37837838,35935
774,65,0.01999663574825473,45805351.56923077,36000
775,39,0.01999663574825473,53745575.897435896,36039
776,36,0.01999663574825473,41564268.5,36075
777,36,0.01999663574825473,46497929.38888889,36111
778,58,0.01999663574825473,48607673.79310345,36169
779,46,0.01999663574825473,46549469.347826086,36215
780,37,0.01999663574825473,43669389.51351351,36252
781,39,0.01999663574825473,39739911.58974359,36291
782,36,0.01999663574825473,42924035.88888889,36327
783,40,0.01999663574825473,40018669.3,36367
784,38,0.01999663574825473,45011173.94736842,36405
785,41,0.01999663574825473,40875164.53658537,36446
786,36,0.01999663574825473,41690415.833333336,36482
787,39,0.01999663574825473,37337555.84615385,36521
788,37,0.01999663574825473,37976580.37837838,36558
789,37,0.01999663574825473,39963209.24324324,36595
790,38,0.01999663574825473,42408647.578947365,36633
791,39,0.01999663574825473,37828163.64102564,36672
792,45,0.01999663574825473,45967057.777777776,36717
793,38,0.01999663574825473,41025701.421052635,36755
794,37,0.01999663574825473,42702269.675675675,36792
795,40,0.01999663574825473,39839615.95,36832
796,40,0.01999663574825473,42025144.95,36872
797,40,0.01999663574825473,41384239.6,36912
798,49,0.01999663574825473,43338318.489795916,36961
799,44,0.01999663574825473,41026442.68181818,37005
800,39,0.01999663574825473,39927778.974358976,37044
801,39,0.01999663574825473,38144855.28205128,37083
802,38,0.01999663574825473,39223038.84210526,37121
803,48,0.01999663574825473,38455357.875,37169
804,39,0.01999663574825473,37924644.35897436,37208
805,42,0.01999663574825473,35418565.23809524,37250
806,47,0.01999663574825473,34392298.34042553,37297
807,37,0.01999663574825473,37532638.10810811,37334
808,41,0.01999663574825473,34179787.75609756,37375
809,36,0.01999663574825473,35680342.666666664,37411
810,39,0.01999663574825473,33147241.076923076,37450
811,41,0.01999663574825473,35382138.09756097,37491
812,43,0.01999663574825473,40957520.97674418,37534
813,47,0.01999663574825473,36650659.872340426,37581
814,38,0.01999663574825473,33559635.2631579,37619
815,40,0.01999663574825473,35242727.0,37659
816,45,0.01999663574825473,34676934.88888889,37704
817,36,0.01999663574825473,37159046.277777776,37740
818,38,0.01999663574825473,32427972.52631579,37778
819,38,0.01999663574825473,37478476.473684214,37816
820,37,0.01999663574825473,36202026.91891892,37853
821,37,0.01999663574825473,28600360.43243243,37890
822,39,0.01999663574825473,31272577.025641024,37929
823,42,0.01999663574825473,30455348.095238097,37971
824,39,0.01999663574825473,31620544.46153846,38010
825,40,0.01999663574825473,30382598.325,38050
826,39,0.01999663574825473,31593945.794871796,38089
827,38,0.01999663574825473,30302058.210526317,38127
828,39,0.01999663574825473,32275638.410256412,38166
829,39,0.01999663574825473,32974762.717948716,38205
830,39,0.01999663574825473,29823161.205128204,38244
831,42,0.01999663574825473,29703007.38095238,38286
832,49,0.01999663574825473,28672439.959183674,38335
833,38,0.01999663574825473,31449598.10526316,38373
834,40,0.01999663574825473,29860494.9,38413
835,44,0.01999663574825473,26991153.045454547,38457
836,46,0.01999663574825473,29782598.47826087,38503
837,38,0.01999663574825473,28124106.157894738,38541
838,39,0.01999663574825473,26142862.35897436,38580
839,36,0.01999663574825473,27612878.027777776,38616
840,35,0.01999663574825473,28066965.14285714,38651
841,39,0.01999663574825473,30206380.410256412,38690
842,54,0.01999663574825473,26125459.833333332,38744
843,41,0.01999663574825473,24891050.097560976,38785
844,37,0.01999663574825473,25527851.783783782,38822
845,41,0.01999663574825473,29180207.19512195,38863
846,37,0.01999663574825473,26623224.64864865,38900
847,46,0.01999663574825473,26332596.02173913,38946
848,39,0.01999663574825473,25704431.102564104,38985
849,33,0.01999663574825473,25806430.181818184,39018
850,40,0.01999663574825473,25052131.1,39058
851,45,0.01999663574825473,28133716.422222223,39103
852,39,0.01999663574825473,31436448.769230768,39142
853,46,0.01999663574825473,27767901.413043477,39188
854,40,0.01999663574825473,27083076.6,39228
855,48,0.01999663574825473,25957241.645833332,39276
856,37,0.01999663574825473,26087816.72972973,39313
857,44,0.01999663574825473,25969624.886363637,39357
858,45,0.01999663574825473,26240182.044444446,39402
859,53,0.01999663574825473,26946505.981132075,39455
860,66,0.01999663574825473,25639089.575757574,39521
861,79,0.01999663574825473,27812242.75949367,39600
862,85,0.01999663574825473,26291598.894117646,39685
863,98,0.01999663574825473,26125796.62244898,39783
864,109,0.01999663574825473,27190348.816513762,39892
865,96,0.01999663574825473,26159698.739583332,39988
866,138,0.01999663574825473,28478325.246376812,40126
867,64,0.01999663574825473,33610613.640625,40190
868,91,0.01999663574825473,30363148.967032965,40281
869,101,0.01999663574825473,28326392.712871287,40382
870,42,0.01999663574825473,28980004.714285713,40424
871,42,0.01999663574825473,27936667.404761903,40466
872,44,0.01999663574825473,28629176.613636363,40510
873,42,0.01999663574825473,28088560.785714287,40552
874,40,0.01999663574825473,26160732.525,40592
875,40,0.01999663574825473,26113881.025,40632
876,49,0.01999663574825473,31428753.714285713,40681
877,39,0.01999663574825473,29568827.0,40720
878,40,0.01999663574825473,29883533.55,40760
879,46,0.01999663574825473,31651744.826086957,40806
880,37,0.01999663574825473,33190231.783783782,40843
881,42,0.01999663574825473,32053838.476190478,40885
882,48,0.01999663574825473,33639121.416666664,40933
883,49,0.01999663574825473,42564419.10204082,40982
884,40,0.01999663574825473,49246558.75,41022
885,40,0.01999663574825473,47735979.3,41062
886,43,0.01999663574825473,45508348.88372093,41105
887,43,0.01999663574825473,57797949.86046512,41148
888,59,0.01999663574825473,44777990.23728813,41207
889,54,0.01999663574825473,41404204.74074074,41261
890,52,0.01999663574825473,41604849.15384615,41313
891,56,0.01999663574825473,43511728.75,41369
892,41,0.01999663574825473,43439183.80487805,41410
893,38,0.01999663574825473,41226557.473684214,41448
894,41,0.01999663574825473,44610157.80487805,41489
895,53,0.01999663574825473,56345712.75471698,41542
896,47,0.01999663574825473,121957428.76595744,41589
897,45,0.01999663574825473,15863627839.288889,41634
898,55,0.01999663574825473,587801223019.0546,41689
899,92,0.01999663574825473,453708608556.5217,41781
900,82,0.01999663574825473,150607859712.0,41863
901,42,0.01999663574825473,94928002876.95238,41905
902,38,0.01999663574825473,80120273650.52632,41943
903,49,0.01999663574825473,74277141692.08163,41992
904,35,0.01999663574825473,72529585415.31429,42027
905,36,0.01999663574825473,67130610232.888885,42063
906,38,0.01999663574825473,66544813325.47369,42101
907,38,0.01999663574825473,53024141419.789474,42139
908,36,0.01999663574825473,45147891825.77778,42175
909,40,0.01999663574825473,42967442329.6,42215
910,44,0.01999663574825473,37927878795.63636,42259
911,35,0.01999663574825473,36784786402.74286,42294
912,46,0.01999663574825473,33735824294.95652,42340
913,40,0.01999663574825473,31619523737.6,42380
914,35,0.01999663574825473,28546144021.942856,42415
915,36,0.01999663574825473,27364217856.0,42451
916,37,0.01999663574825473,26469405612.972973,42488
917,39,0.01999663574825473,25081518920.205128,42527
918,41,0.01999663574825473,22999577425.17073,42568
919,39,0.01999663574825473,22175374020.923077,42607
920,42,0.01999663574825473,21312359448.38095,42649
921,38,0.01999663574825473,20067798042.94737,42687
922,42,0.01999663574825473,18834509555.809525,42729
923,46,0.01999663574825473,18678298913.391304,42775
924,37,0.01999663574825473,16816877429.621622,42812
925,49,0.01999663574825473,15748029231.020409,42861
926,61,0.01999663574825473,15066738268.32787,42922
927,103,0.01999663574825473,14406189533.203884,43025
928,92,0.01999663574825473,15810870450.086956,43117
929,63,0.01999663574825473,17113399734.857143,43180
930,61,0.01999663574825473,17759530823.34426,43241
931,102,0.01999663574825473,16622291506.19608,43343
932,91,0.01999663574825473,15191939364.571428,43434
933,55,0.01999663574825473,14999231618.327272,43489
934,42,0.01999663574825473,15495177386.666666,43531
935,36,0.01999663574825473,15173529486.222221,43567
936,33,0.01999663574825473,15981444561.454546,43600
937,42,0.01999663574825473,15757552566.857143,43642
938,45,0.01999663574825473,14594244061.866667,43687
939,31,0.01999663574825473,14364616803.096775,43718
940,30,0.01999663574825473,15420153958.4,43748
941,60,0.01999663574825473,16133308006.4,43808
942,30,0.01999663574825473,15473555558.4,43838
943,32,0.01999663574825473,15582045568.0,43870
944,34,0.01999663574825473,15927132370.82353,43904
945,30,0.01999663574825473,16483712580.266666,43934
946,32,0.01999663574825473,16531003200.0,43966
947,58,0.01999663574825473,16840949689.37931,44024
948,43,0.01999663574825473,17979172435.34884,44067
949,31,0.01999663574825473,17123339792.516129,44098
950,33,0.01999663574825473,19447691201.939392,44131
951,41,0.01999663574825473,18251901152.780487,44172
952,32,0.01999663574825473,16998631456.0,44204
953,35,0.01999663574825473,16118088864.914286,44239
954,29,0.01999663574825473,17196298098.75862,44268
955,32,0.01999663574825473,16236817216.0,44300
956,39,0.01999663574825473,16188225457.23077,44339
957,47,0.01999663574825473,16371920089.872341,44386
958,30,0.01999663574825473,15493291622.4,44416
959,36,0.01999663574825473,15477011498.666666,44452
960,33,0.01999663574825473,14113490819.878788,44485
961,31,0.01999663574825473,14087405733.161291,44516
962,29,0.01999663574825473,13643444930.206896,44545
963,42,0.01999663574825473,15702785048.380953,44587
964,32,0.01999663574825473,14588066192.0,44619
965,31,0.01999663574825473,15196459883.35484,44650
966,30,0.01999663574825473,14893427558.4,44680
967,32,0.01999663574825473,15088554784.0,44712
968,30,0.01999663574825473,13622156253.866667,44742
969,31,0.01999663574825473,13422494934.709677,44773
970,31,0.01999663574825473,14611293613.419355,44804
971,34,0.01999663574825473,15106350320.941177,44838
972,34,0.01999663574825473,14109995444.705883,44872
973,31,0.01999663574825473,14295115115.35484,44903
974,37,0.01999663574825473,13961014728.64865,44940
975,31,0.01999663574825473,14887832410.838709,44971
976,31,0.01999663574825473,13282982647.741936,45002
977,30,0.01999663574825473,13492927590.4,45032
978,31,0.01999663574825473,12769160885.67742,45063
979,43,0.01999663574825473,13392694188.651163,45106
980,36,0.01999663574825473,13280720241.777779,45142
981,43,0.01999663574825473,12982430874.790697,45185
982,32,0.01999663574825473,12356394368.0,45217
983,36,0.01999663574825473,13208830663.11111,45253
984,38,0.01999663574825473,11997353620.210526,45291
985,48,0.01999663574825473,12292523456.0,45339
986,42,0.01999663574825473,12414908257.52381,45381
987,34,0.01999663574825473,11501144169.411764,45415
988,34,0.01999663574825473,13014569622.588236,45449
989,63,0.01999663574825473,12514623431.11111,45512
990,35,0.01999663574825473,11979425514.057142,45547
991,34,0.01999663574825473,11582453248.0,45581
992,35,0.01999663574825473,12674388202.057142,45616
993,37,0.01999663574825473,11503985926.918919,45653
994,33,0.01999663574825473,11998585390.545454,45686
995,46,0.01999663574825473,11057094733.913044,45732
996,52,0.01999663574825473,11735960694.153847,45784
997,35,0.01999663574825473,11201406756.571428,45819
998,46,0.01999663574825473,37162002509.91304,45865
999,35,0.01999663574825473,469862083788.8,45900
1000,32,0.01999663574825473,647595456512.0,45932
1001,39,0.01999663574825473,186851259523.28204,45971
1002,66,0.01999663574825473,163952732718.54544,46037
1003,38,0.01999663574825473,138916619964.6316,46075
1004,69,0.01999663574825473,52757546540.521736,46144
1005,43,0.01999663574825473,2414524743.4418607,46187
1006,53,0.01999663574825473,2322229668.226415,46240
1007,59,0.01999663574825473,2259324613.423729,46299
1008,38,0.01999663574825473,2199777630.3157897,46337
1009,40,0.01999663574825473,2172077190.4,46377
1010,40,0.01999663574825473,2180607606.4,46417
1011,38,0.01999663574825473,2002416778.1052632,46455
1012,47,0.01999663574825473,2036996202.212766,46502
1013,41,0.01999663574825473,1792041219.121951,46543
1014,43,0.01999663574825473,1857514582.3255813,46586
1015,45,0.01999663574825473,1774007466.6666667,46631
1016,39,0.01999663574825473,1752656029.5384614,46670
1017,44,0.01999663574825473,1691564029.090909,46714
1018,65,0.01999663574825473,1599621293.2923076,46779
1019,47,0.01999663574825473,1504489447.4893618,46826
1020,41,0.01999663574825473,1425267360.7804878,46867
1021,39,0.01999663574825473,1369782916.9230769,46906
1022,37,0.01999663574825473,1311545157.1891892,46943
1023,38,0.01999663574825473,1315179594.1052632,46981
1024,42,0.01999663574825473,1180516234.6666667,47023
1025,53,0.01999663574825473,1289694765.8867924,47076
1026,51,0.01999663574825473,914755688.7843137,47127
1027,56,0.01999663574825473,743601874.8571428,47183
1028,54,0.01999663574825473,616338806.5185186,47237
1029,41,0.01999663574825473,717937592.195122,47278
1030,48,0.01999663574825473,659514028.6666666,47326
1031,53,0.01999663574825473,675131311.6981132,47379
1032,56,0.01999663574825473,713946968.5714285,47435
1033,39,0.01999663574825473,709920054.1538461,47474
1034,41,0.01999663574825473,765999402.1463414,47515
1035,38,0.01999663574825473,642309808.8421053,47553
1036,56,0.01999663574825473,706023625.7142857,47609
1037,57,0.01999663574825473,730134389.8947369,47666
1038,41,0.01999663574825473,747047666.7317073,47707
1039,47,0.01999663574825473,700152444.5957447,47754
1040,39,0.01999663574825473,683735989.3333334,47793
1041,44,0.01999663574825473,654947472.0,47837
1042,55,0.01999663574825473,739194103.8545455,47892
1043,39,0.01999663574825473,711456799.1794872,47931
1044,40,0.01999663574825473,722723665.6,47971
1045,40,0.01999663574825473,784298989.6,48011
1046,40,0.01999663574825473,769320968.8,48051
1047,53,0.01999663574825473,658378608.3018868,48104
1048,43,0.01999663574825473,581422331.1627907,48147
1049,75,0.01999663574825473,598589373.8666667,48222
1050,40,0.01999663574825473,508653094.8,48262
1051,42,0.01999663574825473,585545438.4761904,48304
1052,41,0.01999663574825473,616117744.0,48345
1053,37,0.01999663574825473,564666484.7567568,48382
1054,52,0.01999663574825473,568609115.0769231,48434
1055,50,0.01999663574825473,526023302.4,48484
1056,42,0.01999663574825473,588578246.4761904,48526
1057,43,0.01999663574825473,618510231.8139535,48569
1058,44,0.01999663574825473,570059701.8181819,48613
1059,51,0.01999663574825473,593538089.4117647,48664
1060,40,0.01999663574825473,579612688.0,48704
1061,40,0.01999663574825473,662107086.4,48744
1062,39,0.01999663574825473,614043773.5384616,48783
1063,45,0.01999663574825473,672558754.1333333,48828
1064,39,0.01999663574825473,660322592.8205128,48867
1065,40,0.01999663574825473,751463023.2,48907
1066,47,0.01999663574825473,738697703.4893616,48954
1067,39,0.01999663574825473,799989904.4102564,48993
1068,44,0.01999663574825473,931080344.7272727,49037
1069,43,0.01999663574825473,1187603905.488372,49080
1070,41,0.01999663574825473,4333319189.853659,49121
1071,34,0.01999663574825473,2151722970.352941,49155
1072,32,0.01999663574825473,1804409596.0,49187
1073,63,0.01999663574825473,1712666263.3650794,49250
1074,39,0.01999663574825473,29779983858.871796,49289
1075,63,0.01999663574825473,6260896459.174603,49352
1076,44,0.01999663574825473,5226279517.090909,49396
1077,104,0.01999663574825473,5302808999.384615,49500
1078,74,0.01999663574825473,5672667260.540541,49574
1079,81,0.01999663574825473,5943222126.617284,49655
1080,67,0.01999663574825473,6376844494.328359,49722
1081,73,0.01999663574825473,7343478734.90411,49795
1082,58,0.01999663574825473,9551593586.758621,49853
1083,32,0.01999663574825473,9593304768.0,49885
1084,33,0.01999663574825473,9424804584.727272,49918
1085,33,0.01999663574825473,9179586932.363636,49951
1086,33,0.01999663574825473,9153199429.818182,49984
1087,50,0.01999663574825473,9001474232.32,50034
1088,42,0.01999663574825473,8847011669.333334,50076
1089,32,0.01999663574825473,6937862692.0,50108
1090,30,0.01999663574825473,1526742502.4,50138
1091,54,0.01999663574825473,31937152014.22222,50192
1092,32,0.01999663574825473,26554006016.0,50224
1093,30,0.01999663574825473,23719322350.933334,50254
1094,30,0.01999663574825473,17427988411.733334,50284
1095,34,0.01999663574825473,12033042642.82353,50318
1096,40,0.01999663574825473,12103397824.0,50358
1097,31,0.01999663574825473,26852711225.80645,50389
1098,31,0.01999663574825473,200822826017.03226,50420
1099,33,0.01999663574825473,320732174398.0606,50453
1100,33,0.01999663574825473,116673448370.42424,50486
1101,45,0.01999663574825473,101644105045.33333,50531
1102,30,0.01999663574825473,91908732245.33333,50561
1103,41,0.01999663574825473,88894030423.41463,50602
1104,31,0.01999663574825473,88590462843.87097,50633
1105,34,0.01999663574825473,87257026319.05882,50667
1106,37,0.01999663574825473,86245331054.7027,50704
1107,32,0.01999663574825473,85426300672.0,50736
1108,57,0.01999663574825473,83107325628.63158,50793
1109,30,0.01999663574825473,82319640576.0,50823
1110,42,0.01999663574825473,81347990089.14285,50865
1111,32,0.01999663574825473,80940759296.0,50897
1112,32,0.01999663574825473,79196703488.0,50929
1113,31,0.01999663574825473,77994320004.12903,50960
1114,35,0.01999663574825473,73763138764.8,50995
1115,32,0.01999663574825473,75527216896.0,51027
1116,33,0.01999663574825473,75697245711.51515,51060
1117,46,0.01999663574825473,69669284463.30435,51106
1118,325,0.01999663574825473,26498986957.587692,51431
1119,146,0.01999663574825473,21767326720.0,51577
1120,55,0.01999663574825473,21239040353.745453,51632
1121,57,0.01999663574825473,20270590293.333332,51689
1122,56,0.01999663574825473,20891965586.285713,51745
1123,32,0.01999663574825473,22881415584.0,51777
1124,34,0.01999663574825473,25026281170.82353,51811
1125,31,0.01999663574825473,33871018578.580647,51842
1126,36,0.01999663574825473,265640973994.66666,51878
1127,35,0.01999663574825473,419986610585.6,51913
1128,36,0.01999663574825473,198245155726.22223,51949
1129,39,0.01999663574825473,165314313819.89743,51988
1130,124,0.01999663574825473,144188408559.48386,52112
1131,74,0.01999663574825473,2422753377.7297297,52186
1132,51,0.01999663574825473,969895839.372549,52237
1133,117,0.01999663574825473,916440180.5128205,52354
1134,81,0.01999663574825473,848916269.037037,52435
1135,32,0.01999663574825473,814227200.0,52467
1136,133,0.01999663574825473,743637220.3308271,52600
1137,180,0.01999663574825473,683008591.1111112,52780
1138,133,0.01999663574825473,592939977.6240602,52913
1139,91,0.01999663574825473,562178675.3406594,53004
1140,104,0.01999663574825473,477158505.6923077,53108
1141,75,0.01999663574825473,321017527.46666664,53183
1142,114,0.01999663574825473,319116594.24561405,53297
1143,100,0.01999663574825473,316464929.6,53397
1144,71,0.01999663574825473,337452730.8169014,53468
1145,91,0.01999663574825473,321990143.64835167,53559
1146,103,0.01999663574825473,319051090.6407767,53662
1147,61,0.01999663574825473,310213190.55737704,53723
1148,59,0.01999663574825473,343924117.4237288,53782
1149,109,0.01999663574825473,335873774.6788991,53891
1150,91,0.01999663574825473,330856382.4175824,53982
1151,108,0.01999663574825473,344361527.5555556,54090
1152,103,0.01999663574825473,305597656.0776699,54193
1153,109,0.01999663574825473,315744095.70642203,54302
1154,54,0.01999663574825473,287048159.1111111,54356
1155,113,0.01999663574825473,315418890.76106197,54469
1156,64,0.01999663574825473,317206110.5,54533
1157,57,0.01999663574825473,305846775.57894737,54590
1158,68,0.01999663574825473,310627794.35294116,54658
1159,87,0.01999663574825473,318731671.3563218,54745
1160,63,0.01999663574825473,323537062.85714287,54808
1161,92,0.01999663574825473,359637225.73913044,54900
1162,81,0.01999663574825473,331226978.7654321,54981
1163,94,0.01999663574825473,329597685.9574468,55075
1164,68,0.01999663574825473,271050880.4705882,55143
1165,77,0.01999663574825473,279260999.0649351,55220
1166,81,0.01999663574825473,275289961.67901236,55301
1167,53,0.01999663574825473,284537595.1698113,55354
