episode,ticks,epsilon,loss,acum_reward,avg_reward,total_ticks
0,16,0.9955094377260496,0.006305791796194171,0.14483512815026384,0.00905219550939149,16
1,28,0.9874771809445709,0.005042949650114029,0.4369840951271975,0.01560657482597134,44
2,30,0.9789221146537114,0.007250988371712689,0.3678578925390321,0.012261929751301071,74
3,86,0.954271533803125,0.008108018940103733,-1.5449200781670003,-0.017964186955430235,160
4,10,0.9516980903383123,0.006311148952227086,0.10885471798012161,0.01088547179801216,170
5,8,0.9497013221589079,0.0012243433925505087,0.05040122934586727,0.006300153668233409,178
6,61,0.932757112052232,0.004291028112097368,1.1918423176933104,0.019538398650710005,239
7,26,0.9257865603251046,0.008629797500937833,-0.19673529809562884,-0.007566742234447263,265
8,42,0.9144674429790991,0.004138485310120034,0.8184614207056011,0.019487176683466695,307
9,8,0.912548788828398,0.0032128573111549485,0.06932391069763139,0.008665488837203923,315
10,31,0.9043714761826801,0.002978429102262042,0.45049855815846146,0.014532211553498757,346
11,8,0.902474004490412,0.003976276793764555,0.060510663862467284,0.0075638329828084105,354
12,9,0.9003103397500974,0.0025100333429387924,0.07511033064952753,0.008345592294391947,363
13,129,0.8663887966474543,0.0048894758990965645,3.9090692863097445,0.030302862684571663,492
14,65,0.8499103591529773,0.0037646329209914814,1.7565900376952082,0.02702446211838782,557
15,35,0.8412840484640259,0.003323867328299457,0.6227671695677519,0.017793347701935767,592
16,68,0.8245405632598917,0.00422729036794448,0.8623887228487157,0.012682187100716407,660
17,35,0.8161717476574891,0.003457373752426715,0.6467695562305393,0.018479130178015408,695
18,38,0.8071609918041354,0.002952483601830717,1.042761124507268,0.027441082223875476,733
19,81,0.788016904338937,0.00583461758670626,-1.2727423818923722,-0.01571286891225151,814
20,105,0.7638067872386323,0.004707461164352637,1.860375485403516,0.017717861765747772,919
21,39,0.7551475424014931,0.003812752907775482,0.7045355370195834,0.018065013769732907,958
22,23,0.750179236784711,0.0016948014633825273,0.33342541452424296,0.014496757153227955,981
23,10,0.7481561817254786,0.0053434016139362935,0.09874071588737776,0.009874071588737775,991
24,8,0.7465864670522432,0.004506640140789386,0.05362687675691314,0.0067033595946141425,999
25,55,0.7345874210689172,0.0036250803101169865,1.3975664918704955,0.02541029985219083,1054
26,41,0.7258237446371217,0.0049829029220046965,0.6811265119960551,0.016612841756001345,1095
27,32,0.7191038716308007,0.0029539776021465514,0.5347720190046382,0.016711625593894944,1127
28,9,0.7173798333937661,0.002647837994219218,0.07457283016659252,0.00828587001851028,1136
29,119,0.692425148184175,0.004715429859965022,3.9431248843548237,0.033135503229872465,1255
30,8,0.6909723634023731,0.002752398189102223,0.06848260797196913,0.008560325996496141,1263
31,71,0.6766111104822685,0.004332671008993701,1.5197749653087584,0.02140528120153181,1334
32,10,0.6747864511701009,0.003488761773041915,0.10330482551894701,0.010330482551894702,1344
33,51,0.6647386937671025,0.004371413332477254,0.8840046980541013,0.017333425452041203,1395
34,84,0.6483886505846665,0.005210975408708069,-2.7624139947349144,-0.03288588088970136,1479
35,110,0.6275261729408756,0.007483861212586682,1.4195944100287692,0.012905403727534265,1589
36,109,0.6075172191117153,0.005964368580013355,1.2911565953393787,0.01184547335173742,1698
37,83,0.5927524322634214,0.003339671929791762,2.320993116257622,0.02796377248503159,1781
38,44,0.5851539019592783,0.0033885841835373494,0.7330733808949007,0.016660758656702288,1825
39,32,0.5797363884935459,0.004687174423918715,0.6211669629856785,0.019411467593302454,1857
40,46,0.5719613803446387,0.008256587810388917,-0.8167262571061271,-0.017754918632741895,1903
41,8,0.5707613419125827,0.011009989932063036,0.06166046925919495,0.007707558657399369,1911
42,9,0.5693929521479065,0.0021639761228774055,0.07233993418094493,0.008037770464549437,1920
43,51,0.560914533175151,0.0038667444853262185,1.575558562222431,0.030893305141616294,1971
44,14,0.5587308997876558,0.005103235320608032,0.17017027973500023,0.012155019981071446,1985
45,53,0.5500810445235275,0.0069174694579783565,-0.41269487775991465,-0.007786695806790842,2038
46,249,0.510634698496593,0.004687882276952186,7.2582424580437355,0.029149568104593314,2287
47,30,0.5062107849314483,0.007716820550103876,0.4350154550515329,0.01450051516838443,2317
48,134,0.48640770303547254,0.0042334660039012656,3.0788090691935808,0.022976187083534185,2451
49,31,0.4820490233575199,0.008097477343272335,0.3282314559110962,0.010588111481003103,2482
50,53,0.47458629973897354,0.004734615779372414,0.9682808579658655,0.01826945015029935,2535
51,32,0.4701924511106397,0.008695692196317495,0.5190988691193087,0.016221839659978397,2567
52,68,0.4608345411839742,0.006812262196721487,1.62480372542372,0.023894172432701765,2635
53,38,0.45574680376679555,0.004732968291733641,0.7586095535493833,0.01996340930393114,2673
54,8,0.45479059640979297,0.011551196446874634,0.07101815412583304,0.00887726926572913,2681
55,8,0.45383639528191155,0.0169807457641582,0.04443135545747154,0.005553919432183942,2689
56,119,0.4380492991666808,0.011465056933229915,-2.8473469261702364,-0.023927285093867535,2808
57,131,0.42129175905760147,0.004530442883112817,3.882819869523693,0.029639846332241933,2939
58,17,0.41927410220139777,0.008072110297422008,0.20812959459443106,0.01224291732908418,2956
59,18,0.41714092850538576,0.0067787797693341645,0.21729826851361517,0.012072126028534176,2974
60,18,0.4150186079243014,0.010456253728989395,0.4370207893605861,0.02427893274225478,2992
61,24,0.41216440968811513,0.006383280661089212,0.334747484136388,0.013947811839016167,3016
62,88,0.40154451806582075,0.004468758522329288,1.9597286794672264,0.022269644084854847,3104
63,82,0.3919031570307031,0.009241661976364234,2.340257537831311,0.028539726071113547,3186
64,80,0.382722891018305,0.005431047080557505,2.395246755820617,0.029940584447757712,3266
65,8,0.38191989593186604,0.0059095037995575694,0.056990823479045376,0.007123852934880672,3274
66,53,0.3760072968192034,0.0068700182690197426,1.9714622710239254,0.037197401340074064,3327
67,234,0.3506182632475589,0.005869331577778194,14.550331967731928,0.06218090584500824,3561
68,133,0.33700309738041,0.0058171194801600835,6.852276828032907,0.05152087840626246,3694
